2025-09-07 16:15:35 | INFO | Processed JSON message: {'timestamp': '2025-09-07T21:15:35.813856', 'temperature': 104.4}
2025-09-07 16:15:35 | INFO | Rolling window size: 10
2025-09-07 16:15:35 | INFO | Max stall temperature range: 0.2 F
2025-09-07 16:15:36 | INFO | Sent message to topic 'buzzline_json': {'message': 'Streaming data is fun.', 'author': 'Diana'}
2025-09-07 16:15:36 | INFO | Processed JSON message: {'message': 'Streaming data is fun.', 'author': 'Diana'}
2025-09-07 16:15:36 | INFO | Message received from author: Diana
2025-09-07 16:15:36 | INFO | Updated author counts: {'Eve': 78, 'Alice': 116, 'Charlie': 72, 'Diana': 131, 'Bob': 82}
2025-09-07 16:15:37 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-09-07 16:15:37 | INFO | Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-09-07 16:15:37 | INFO | Message received from author: Eve
2025-09-07 16:15:37 | INFO | Updated author counts: {'Eve': 79, 'Alice': 116, 'Charlie': 72, 'Diana': 131, 'Bob': 82}
2025-09-07 16:15:38 | INFO | Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Eve'}
2025-09-07 16:15:38 | INFO | Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Eve'}
2025-09-07 16:15:38 | INFO | Message received from author: Eve
2025-09-07 16:15:38 | INFO | Updated author counts: {'Eve': 80, 'Alice': 116, 'Charlie': 72, 'Diana': 131, 'Bob': 82}
2025-09-07 16:15:39 | INFO | Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-09-07 16:15:39 | INFO | Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-09-07 16:15:39 | INFO | Message received from author: Eve
2025-09-07 16:15:39 | INFO | Updated author counts: {'Eve': 81, 'Alice': 116, 'Charlie': 72, 'Diana': 131, 'Bob': 82}
2025-09-07 16:15:40 | INFO | Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Alice'}
2025-09-07 16:15:40 | INFO | Processed JSON message: {'message': 'Have a great day!', 'author': 'Alice'}
2025-09-07 16:15:40 | INFO | Message received from author: Alice
2025-09-07 16:15:40 | INFO | Updated author counts: {'Eve': 81, 'Alice': 117, 'Charlie': 72, 'Diana': 131, 'Bob': 82}
2025-09-07 16:15:40 | INFO | Sent message to topic 'smoker_csv': {'timestamp': '2025-09-07T21:15:40.815083', 'temperature': 104.8}
2025-09-07 16:15:40 | INFO | Processed JSON message: {'timestamp': '2025-09-07T21:15:40.815083', 'temperature': 104.8}
2025-09-07 16:15:40 | INFO | Rolling window size: 10
2025-09-07 16:15:40 | INFO | Max stall temperature range: 0.2 F
2025-09-07 16:15:41 | INFO | Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Bob'}
2025-09-07 16:15:41 | INFO | Processed JSON message: {'message': 'I love Python!', 'author': 'Bob'}
2025-09-07 16:15:41 | INFO | Message received from author: Bob
2025-09-07 16:15:41 | INFO | Updated author counts: {'Eve': 81, 'Alice': 117, 'Charlie': 72, 'Diana': 131, 'Bob': 83}
2025-09-07 16:15:42 | INFO | Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Bob'}
2025-09-07 16:15:42 | INFO | Processed JSON message: {'message': 'I love Python!', 'author': 'Bob'}
